"scenario","resource","year","value","lead_times","supply_factor","supply_lead_combined","Units"
"01272026_His_constrSupply_BR_noTC","lithium",2085,0.636451326407872,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","lithium",2090,0.570033924824404,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","lithium",2095,0.494373665147134,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","lithium",2100,0.424762383303573,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",1975,0.670705569055022,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",1990,0.97400043069754,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2005,1.45999896397657,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2010,1.70999939634809,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2015,2.10987617093723,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2021,2.73539608279896,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2025,2.76637903579079,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2030,3.20337113674512,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2035,3.48816900005005,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2040,3.74452889902811,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2045,4.07097232623297,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2050,4.41082841560751,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2055,4.73945302291222,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2060,5.01775249547326,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2065,5.18399894855777,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2070,5.31014373149948,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2075,5.35769143551935,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2080,5.32030650041527,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2085,5.13363253877272,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2090,4.79345291106839,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2095,4.41381859542196,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_noTC","nickel",2100,4.01045014642965,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",1975,20.018014268371,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",1990,9.32972113681658,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2005,14.9585702290667,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2010,16.0922717462195,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2015,19.2826897038173,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2021,21.6903007206488,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2025,22.9224026252686,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2030,26.9735466795142,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2035,30.6338327344922,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2040,34.0597644187065,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2045,36.9687300711242,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2050,38.9528654510693,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2055,40.4526224598387,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2060,42.6988558001004,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2065,44.2928008828217,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2070,44.1350308478374,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2075,42.9024912091391,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2080,40.5471847877339,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2085,37.8056346210909,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2090,34.6146001851084,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2095,30.5901052437146,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","copper",2100,26.4886315127757,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",1975,0.009775007051513,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",1990,0.012369999039029,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2005,0.020300003066177,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2010,0.024400000575048,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2015,0.032199990491484,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2021,0.10688003872354,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2025,0.150078326778388,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2030,0.293868316161265,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2035,0.433692151187369,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2040,0.515255631348389,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2045,0.612022204191162,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2050,0.660380938021748,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2055,0.703283745342448,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2060,0.752172861951598,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2065,0.776059205045357,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2070,0.782373562575896,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2075,0.76470073246249,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2080,0.716309847406701,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2085,0.656544418889958,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2090,0.58146942998731,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2095,0.496611257202469,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","lithium",2100,0.420726816033844,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",1975,0.670705569055022,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",1990,0.97400043069754,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2005,1.45999896397657,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
